k,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
1261,0.04657142857,0.1477781845,0.1380327821,0.1347839728,0.2562565521,0.201459922,0.9532432432,0.814161674,0.8453136746,0.8482371942,0.7168465861,0.7660104137,0.05405405405,0.10894345,0.1105682323,0.107504061,0.1102356587,0.1093477161,0.08519740244,0.1066111878,0.2109579308,0.1001204224,0.131366601,1.970841674,1.236433701,2.977568537,0.4892851339
1262,0.04685714286,0.1486900392,0.1361301243,0.134223178,0.2540792284,0.2009909827,0.952972973,0.8131989575,0.847025999,0.848742542,0.7187793641,0.7663831893,0.05405405405,0.1093923259,0.1103054197,0.1074459095,0.1102033993,0.1095001402,0.08362247302,0.1065966951,0.2109448428,0.1006301271,0.1321048795,1.977075034,1.236433701,2.977568537,0.5443968962
1263,0.04771428571,0.1462095396,0.1337453599,0.1342339076,0.251969557,0.1985165323,0.9521621622,0.815441684,0.8491457086,0.848708381,0.7206010947,0.7685529648,0.05405405405,0.1092114259,0.1100587798,0.1079915795,0.110480408,0.1095669336,0.08333917702,0.1065826106,0.2109319967,0.09902643311,0.1299526031,1.974353155,1.236433701,2.977568537,0.5381725762
1264,0.048,0.146770269,0.1318619149,0.1349972413,0.2509342664,0.1982491977,0.9518918919,0.8148653795,0.8507974964,0.8480339099,0.7214801276,0.7687355755,0.05405405405,0.1096413395,0.1098275132,0.1083340855,0.1106128686,0.1098011147,0.0830716854,0.1065689173,0.2109193853,0.09920233102,0.1303139507,1.975699268,1.236433701,2.977568537,0.5495276219
1265,0.048,0.1477317854,0.133716091,0.1341930923,0.2518362752,0.1992406959,0.9518918919,0.8140549742,0.849136084,0.8487771843,0.7207175169,0.7678925702,0.05405405405,0.1094427519,0.1096108343,0.1082232556,0.1103812054,0.1096199402,0.08283804978,0.1065555992,0.2109070017,0.09993374779,0.1312236498,1.961667482,1.236433701,2.977568537,0.5400934759
1266,0.04971428571,0.1473399725,0.1337667145,0.1351695623,0.2527161222,0.1995072951,0.9502702703,0.8144488169,0.8490742536,0.8479159724,0.7199708646,0.7676886265,0.05405405405,0.1092561446,0.1094079753,0.1081190389,0.1101602653,0.1094536346,0.08251015014,0.106542641,0.2108948393,0.0997379335,0.1309231108,1.961611614,1.236433701,2.977568537,0.5557775289
1267,0.04971428571,0.1470046916,0.1345029288,0.1355587634,0.253728371,0.2000242343,0.9502702703,0.8147422036,0.8484302612,0.8475518012,0.7191105956,0.7672608546,0.05405405405,0.109080957,0.1092181886,0.108021135,0.1099428912,0.1092830515,0.08364193172,0.1065300284,0.2108828917,0.09964731293,0.1307173179,1.962752735,1.236433701,2.977568537,0.5119974898
1268,0.04885714286,0.1462687738,0.1339921235,0.1359295359,0.253657694,0.199666334,0.9510810811,0.8154206358,0.8488908823,0.8472190186,0.719195802,0.7676024131,0.05405405405,0.1089166335,0.1090407494,0.1079292451,0.1098128504,0.1091590932,0.08439787757,0.1065177477,0.2108711529,0.09923430895,0.1301210474,1.958884023,1.236433701,2.977568537,0.5269338512
1269,0.05085714286,0.1488471117,0.133283442,0.1348352353,0.2520438746,0.1998764267,0.9491891892,0.8130806457,0.8495338844,0.8481832659,0.7206068764,0.7673610312,0.05405405405,0.1093626604,0.1093673583,0.1078430734,0.1100226175,0.1094185252,0.08574690288,0.106505786,0.210859617,0.1007219161,0.1322380241,1.959212196,1.236433701,2.977568537,0.5041584734
1270,0.05085714286,0.1471356482,0.1329848385,0.1348265811,0.2518511604,0.1990199534,0.9491891892,0.8146363013,0.8497925897,0.8481819087,0.72078575,0.7681468128,0.05405405405,0.109179675,0.1091815283,0.1077623293,0.1099061473,0.1092937585,0.08539033844,0.1065177477,0.2108711529,0.09964674167,0.1307738612,1.957056506,1.236433701,2.977568537,0.5080737352
1271,0.05257142857,0.1458068869,0.1332179426,0.135891036,0.253086026,0.1988385057,0.9475675676,0.8158483963,0.8495810664,0.8472226792,0.7196744777,0.7683009059,0.05405405405,0.1090081219,0.1090076523,0.10825455,0.1100170201,0.1092787478,0.08423306818,0.1065287755,0.2108828917,0.09882732375,0.1296475428,1.962710268,1.236433701,2.977568537,0.5085209671
1272,0.052,0.1459472709,0.1326918685,0.1356693844,0.25225818,0.1984018989,0.9481081081,0.8157575765,0.8500533364,0.8473843378,0.7203530487,0.768667066,0.05405405405,0.1088474131,0.1088450673,0.1087474439,0.1102229345,0.1093071617,0.08423422559,0.1065389459,0.2108948393,0.09899095738,0.129818717,1.955791084,1.236433701,2.977568537,0.528998239
1273,0.052,0.1454191583,0.1345224078,0.1339203538,0.2524011446,0.1981571617,0.9481081081,0.8162346003,0.848455284,0.848931077,0.7202100116,0.768875077,0.05405405405,0.1086969744,0.109293167,0.1086081453,0.1103899903,0.1093276917,0.08437997721,0.106548329,0.2109070017,0.09873380479,0.1294169125,1.955505265,1.236433701,2.977568537,0.5076996473
1274,0.05228571429,0.1444212725,0.1335684052,0.1331977975,0.2509890282,0.1969144008,0.9478378378,0.8171748662,0.8493119177,0.8495982068,0.721478867,0.7700043904,0.05405405405,0.1085562472,0.1091125092,0.1084772942,0.1103322949,0.1092511416,0.08558837994,0.107224602,0.2114157181,0.09808279376,0.1285470103,1.942573472,1.236433701,2.977568537,0.517258406
1275,0.05257142857,0.143623855,0.1330358703,0.1345311802,0.2516252073,0.1969443541,0.9475675676,0.8178993359,0.8497745216,0.8484258059,0.7209402348,0.770005629,0.05405405405,0.1084246906,0.1089434706,0.1083544891,0.1101361882,0.1091094569,0.0863549814,0.1071876042,0.2113924804,0.09761738553,0.1278883188,1.940847655,1.236433701,2.977568537,0.5248064074
1276,0.05285714286,0.1425058677,0.1323061562,0.1348995722,0.251312542,0.1962175272,0.9472972973,0.8189157921,0.8503270566,0.8480971621,0.721171411,0.7706424724,0.05405405405,0.1083017823,0.1092405252,0.1082393332,0.110237395,0.1090916768,0.0859854416,0.1071522506,0.2113698309,0.09691793522,0.1269333168,1.938754291,1.236433701,2.977568537,0.5090977137
1277,0.05171428571,0.1439143979,0.1349965601,0.1350973745,0.253884699,0.1980769093,0.9483783784,0.8176805301,0.8479703168,0.8479287143,0.7189109098,0.7689947199,0.05405405405,0.1081870198,0.1096644372,0.1081314366,0.1102583304,0.109054032,0.08638654417,0.1071184342,0.2113477482,0.09793273058,0.12822596,1.943117086,1.236433701,2.977568537,0.5395607775
1278,0.05171428571,0.1433906653,0.1341602218,0.1363284939,0.2541862955,0.1980475074,0.9483783784,0.8181789782,0.8487159457,0.8468326951,0.7186676378,0.7690531857,0.05405405405,0.108079921,0.1094607642,0.1080304177,0.1100779488,0.1089270628,0.08733704203,0.1070860568,0.2113262117,0.09760877849,0.1277810614,1.941856352,1.236433701,2.977568537,0.5097766328
1279,0.05257142857,0.1432947829,0.1346380947,0.1367602223,0.2549305692,0.1984767497,0.9475675676,0.8182876572,0.8482944755,0.8464468996,0.7180396891,0.7687067104,0.05405405405,0.1079800244,0.1092698665,0.1079359051,0.109874181,0.1087882636,0.08791125042,0.1070550284,0.2113052018,0.09758350354,0.1277223306,1.962814329,1.236433701,2.977568537,0.5102416468
1280,0.05171428571,0.1427570401,0.1340825446,0.1387324622,0.2563395225,0.1988387314,0.9483783784,0.8187838092,0.8487746551,0.8446884363,0.716769828,0.7683812204,0.05405405405,0.1078868896,0.1090910762,0.1084475721,0.1099954969,0.1087882197,0.08779785752,0.1070252665,0.2112846994,0.09726195677,0.127272746,1.962915274,1.236433701,2.977568537,0.5114157305
1281,0.05085714286,0.143360057,0.1325285325,0.1409043268,0.2567262165,0.1993462051,0.9491891892,0.8182756787,0.850162484,0.8427223677,0.7163823684,0.7679237837,0.05405405405,0.1078000974,0.1089237436,0.1089262774,0.1101200994,0.108799845,0.08736926633,0.1069966951,0.2112646861,0.0976936286,0.1278242726,1.967341393,1.236433701,2.977568537,0.4904400392
1282,0.05171428571,0.1435753277,0.1332464558,0.1397892398,0.2564468381,0.1993938706,0.9483783784,0.8181006144,0.849536335,0.8437262369,0.7166568214,0.7679070383,0.05405405405,0.107719249,0.1087672388,0.1087738269,0.1099850585,0.1087075466,0.08739438809,0.1069692441,0.2112451445,0.09787578102,0.1280397611,1.963581135,1.236433701,2.977568537,0.5017343884
1283,0.05142857143,0.141160647,0.1312250624,0.13995934,0.2548925262,0.1973999767,0.9486486486,0.820275116,0.8513290149,0.8435784937,0.7180470955,0.7696945751,0.05405405405,0.1076439665,0.1086209528,0.1086307864,0.1099371883,0.1086599902,0.0866531942,0.1069428489,0.2112260579,0.09625461659,0.1259029008,1.963268291,1.236433701,2.977568537,0.5106394637
1284,0.05085714286,0.1420967871,0.1309765142,0.1396122287,0.2543128717,0.197588447,0.9491891892,0.8193537675,0.8515701289,0.8438924352,0.718586205,0.7695056509,0.05405405405,0.1080579583,0.1084842994,0.108496685,0.1098241225,0.1087628968,0.0858979492,0.1069174498,0.21120741,0.09671585258,0.1266172533,1.967001856,1.236433701,2.977568537,0.5159655952
1285,0.05114285714,0.1416289212,0.1307668529,0.1390693463,0.2536279068,0.1970063743,0.9489189189,0.8197992282,0.8517811279,0.8443799621,0.7192277275,0.7700468908,0.05405405405,0.1079623276,0.1083567153,0.1083710614,0.1097239446,0.1086907654,0.08619386704,0.1068929914,0.2111891855,0.09642587198,0.126219608,1.966522015,1.236433701,2.977568537,0.5304741102
1286,0.05057142857,0.1394222632,0.1319524769,0.1382800571,0.2540665678,0.1961665277,0.9494594595,0.821778903,0.8507308999,0.8450940368,0.7188741,0.7708222476,0.05405405405,0.1078728358,0.1082376607,0.1082534656,0.1095814458,0.1085918847,0.08448954312,0.1068694223,0.2111713696,0.09497040705,0.1242846791,1.969852773,1.236433701,2.977568537,0.5481304421
1287,0.05,0.1380865813,0.1313065576,0.1372644056,0.2526375867,0.1948424502,0.95,0.8229936559,0.8513044874,0.8459945865,0.7201405605,0.7720131284,0.05405405405,0.1077891413,0.1081266199,0.1081434602,0.1095554209,0.1085478027,0.08354531321,0.1068466951,0.2111539481,0.09408702921,0.1231117735,1.96876093,1.236433701,2.977568537,0.5798347691
1288,0.05057142857,0.1362545137,0.1299375489,0.1390439743,0.2528085739,0.1938833126,0.9494594595,0.8246391945,0.8525371233,0.84444996,0.7199734685,0.7728540058,0.05405405405,0.107710915,0.1080231011,0.1086406553,0.1097180086,0.10859732,0.08227992478,0.1068247652,0.2111369077,0.09287886562,0.121505348,1.965843519,1.236433701,2.977568537,0.56991004
1289,0.04914285714,0.136069901,0.1286952405,0.1392594233,0.2520035422,0.193396788,0.9508108108,0.8248310824,0.8536465101,0.8442682855,0.720708381,0.7733077354,0.05405405405,0.1076378407,0.1079266363,0.1085058159,0.1096562783,0.1085423724,0.08167549184,0.1068035916,0.2111202352,0.09276670821,0.1213499973,1.963272776,1.236433701,2.977568537,0.558342601
1290,0.04742857143,0.1366194646,0.1288658977,0.1398032632,0.2526693691,0.194058127,0.9524324324,0.8243605815,0.8535098025,0.8437771042,0.720148209,0.772747549,0.05405405405,0.1075696154,0.1078367813,0.1083795168,0.1095029577,0.108441812,0.08193978526,0.1067831357,0.2111039184,0.09316302706,0.1218546108,1.952784708,1.236433701,2.977568537,0.5576124616
1291,0.04857142857,0.1360788695,0.1296766629,0.1386097307,0.2522797402,0.1936464987,0.9513513514,0.8248536017,0.8527981126,0.844833173,0.7205131945,0.7731323648,0.05405405405,0.1075059495,0.1077531146,0.108261301,0.109415234,0.1083757663,0.08201447879,0.1067633617,0.2110879453,0.09282574122,0.1213934236,1.963326931,1.236433701,2.977568537,0.5189814686
1292,0.04885714286,0.1371238143,0.1308741176,0.1380293965,0.2528324682,0.1944311018,0.9510810811,0.8239313905,0.8516724552,0.8453433584,0.719984275,0.7724190188,0.05405405405,0.1074465664,0.1082116215,0.1081507255,0.1095591945,0.1084135031,0.08242246019,0.1067442361,0.2110723046,0.09356807762,0.1223453263,1.957044522,1.236433701,2.977568537,0.4989839802
1293,0.05057142857,0.1375528851,0.1308875953,0.1379456158,0.2528407292,0.1946598042,0.9494594595,0.8235688779,0.8516624423,0.8454276597,0.7199987847,0.7722351484,0.05405405405,0.1073912029,0.1081050217,0.108047362,0.1094577115,0.1083433221,0.08320421748,0.1067257273,0.2110569854,0.09387183904,0.1227355207,1.959374613,1.236433701,2.977568537,0.4836611391
1294,0.05057142857,0.1363748643,0.1317979409,0.1377935382,0.2535547753,0.1944496096,0.9494594595,0.8246303322,0.8508682033,0.8455606633,0.7194079231,0.7724511482,0.05405405405,0.1073396087,0.1080053222,0.1079507975,0.1093092748,0.1082518453,0.08300651441,0.1067078062,0.2110419773,0.09309112822,0.1216998635,1.950878119,1.236433701,2.977568537,0.4906327314
1295,0.04971428571,0.1358982398,0.1326215162,0.1363171566,0.2529917446,0.1939872892,0.9502702703,0.8250666853,0.8501309629,0.8468757481,0.7199095265,0.7728735442,0.05405405405,0.1072915461,0.1079121312,0.1078606354,0.1092509589,0.1082017259,0.08290000416,0.1066904451,0.2110272703,0.09278532718,0.1212875416,1.944121823,1.236433701,2.977568537,0.4673734007
1296,0.05,0.1365440612,0.1300198419,0.1360158458,0.2504314336,0.1930816069,0.95,0.8244979147,0.8524648529,0.8471437692,0.7221537403,0.7736691698,0.05405405405,0.1072467901,0.1078250727,0.1077764955,0.1093276316,0.1082206124,0.08357787578,0.1066736181,0.2110128549,0.09324852712,0.1218786903,1.935961013,1.236433701,2.977568537,0.4941754327
1297,0.05114285714,0.1361766946,0.1299497807,0.1380090474,0.2520291698,0.193551712,0.9489189189,0.8248338174,0.8525425122,0.8454114863,0.7207261978,0.773239367,0.05405405405,0.1072051278,0.1077437862,0.1082980478,0.1094517576,0.1082560089,0.0836686838,0.1066573011,0.2109987218,0.09301703827,0.1215636187,1.93155479,1.236433701,2.977568537,0.4996294291
1298,0.05114285714,0.136163561,0.1295920527,0.1388884053,0.2525353395,0.1937102816,0.9489189189,0.8248564156,0.8528625537,0.8446177408,0.7202584242,0.7730882024,0.05405405405,0.107166358,0.1076679273,0.1087354026,0.1096150852,0.1083090992,0.08346107561,0.1066414712,0.2109848623,0.09302091211,0.1215604054,1.937910576,1.236433701,2.977568537,0.5302301322
1299,0.05114285714,0.1359011707,0.1302267997,0.1378345909,0.2522918225,0.1935386465,0.9489189189,0.8251005388,0.8523023605,0.8455388196,0.7204784531,0.7732550528,0.05405405405,0.1071302911,0.107597167,0.1085955676,0.1095381529,0.1082559063,0.08340263584,0.1066261068,0.210971268,0.09285398054,0.1213343156,1.942498627,1.236433701,2.977568537,0.5471489578
1300,0.05171428571,0.1369555125,0.1300535216,0.1368817149,0.251289369,0.1935400674,0.9483783784,0.8240428268,0.8524675059,0.8463927349,0.7213658267,0.7732022805,0.05405405405,0.1076645698,0.1075311923,0.1084644039,0.1095021168,0.1084450687,0.08286900482,0.1066111878,0.2109579308,0.09335160694,0.1221248883,1.94508789,1.236433701,2.977568537,0.555343724
1301,0.05085714286,0.1380445758,0.1295016337,0.1374479723,0.2513134407,0.1939845033,0.9491891892,0.8230960618,0.852970968,0.8458492659,0.72130964,0.772789229,0.05405405405,0.1075969782,0.1074697056,0.108941504,0.1097152386,0.1085146547,0.08378932791,0.1065966951,0.2109448428,0.09410751237,0.1231054491,1.952515616,1.236433701,2.977568537,0.5712923494
1302,0.05057142857,0.1385401912,0.1283160077,0.137789418,0.2505371688,0.1938100331,0.9494594595,0.8225720175,0.8540316039,0.8455529698,0.7220105506,0.7729168524,0.05405405405,0.1079656446,0.1074124242,0.1087876111,0.1096493024,0.1086211668,0.08361165029,0.1065826106,0.2109319967,0.09429476875,0.1234451602,1.949325995,1.236433701,2.977568537,0.5571290266
1303,0.05142857143,0.1402673237,0.129649379,0.1368015068,0.2508100759,0.1948455067,0.9486486486,0.8209091565,0.8528444654,0.8464234672,0.7217923247,0.7719592201,0.05405405405,0.1084785618,0.1073590805,0.1086432737,0.1095212232,0.1087646348,0.08347707036,0.1065689173,0.2109193853,0.0952736502,0.1248515626,1.95797516,1.236433701,2.977568537,0.6104906923
1304,0.05028571429,0.1402607191,0.1290078272,0.1369673048,0.2503909512,0.194797495,0.9497297297,0.8209139792,0.8534254584,0.846273751,0.7221686039,0.77201763,0.05405405405,0.108358772,0.1073094213,0.1085080058,0.1094525825,0.1086920497,0.08390075703,0.1065555992,0.2109070017,0.09535850455,0.1249066348,1.961678974,1.236433701,2.977568537,0.5648001539
1305,0.05,0.1399696715,0.12666392,0.135187338,0.2467421518,0.1928921487,0.95,0.8211913146,0.8555197076,0.847854863,0.7253708604,0.7737035873,0.05405405405,0.108246048,0.1072632073,0.1083813324,0.1095911995,0.1087229608,0.08389372052,0.106542641,0.2108948393,0.09521655273,0.1246856613,1.968773279,1.236433701,2.977568537,0.5433321626
1306,0.04857142857,0.1392331422,0.126149581,0.1349606985,0.2461299544,0.192191909,0.9513513514,0.8218940544,0.8559829516,0.848078552,0.7259256718,0.774347009,0.05405405405,0.1081400799,0.1072202129,0.1082627913,0.1095544371,0.1086708887,0.08386060852,0.1065300284,0.2108828917,0.09472410545,0.1240359057,1.962871244,1.236433701,2.977568537,0.5050211964
1307,0.04914285714,0.1378378323,0.1252600172,0.1343878477,0.2447520441,0.1908756683,0.9508108108,0.8231690142,0.85678174,0.8485873166,0.7271332846,0.7755296887,0.05405405405,0.1080405575,0.1071802253,0.1081519341,0.1095536362,0.1086314675,0.08265198653,0.1065177477,0.2108711529,0.09380074269,0.122810707,1.969415059,1.236433701,2.977568537,0.5380272125
1308,0.04914285714,0.138404595,0.1241035285,0.13304776,0.2425980418,0.1901165529,0.9508108108,0.8226658859,0.8578183649,0.8497920939,0.7290337641,0.7761992456,0.05405405405,0.1079471726,0.1071430443,0.1080483278,0.1096209053,0.1086341218,0.08307386767,0.106505786,0.210859617,0.09425287642,0.1233605278,1.969282138,1.236433701,2.977568537,0.5945875267
1309,0.04771428571,0.1379676698,0.1231093276,0.1329171997,0.241727944,0.1894750637,0.9521621622,0.8230734471,0.8587136704,0.8499226675,0.7298146586,0.7767807761,0.05405405405,0.1078596207,0.1071084817,0.1079515551,0.1096214525,0.1086061322,0.08261832494,0.1065177477,0.2108711529,0.09399324189,0.1229967425,1.96262457,1.236433701,2.977568537,0.5752716702
1310,0.04742857143,0.139199058,0.1235009437,0.1334294013,0.2424852257,0.1905168721,0.9524324324,0.8220074316,0.8583696915,0.849479554,0.7291627144,0.7758801862,0.05405405405,0.1077776029,0.1070763608,0.1078612154,0.1095057075,0.1085178474,0.08285037815,0.1065287755,0.2108828917,0.09484555205,0.124103767,1.964335553,1.236433701,2.977568537,0.5711292367
1311,0.04771428571,0.1403199043,0.123387024,0.1320603947,0.2412022624,0.1905004291,0.9521621622,0.8210111409,0.8584722378,0.8506946132,0.7302944649,0.7758969961,0.05405405405,0.1077008267,0.1070465157,0.1077769247,0.1095258335,0.1084943977,0.08342950738,0.1065389459,0.2108948393,0.09566202675,0.1251384458,1.966292613,1.236433701,2.977568537,0.5630520761
1312,0.04771428571,0.1405692774,0.125246418,0.1324280874,0.243235779,0.1916171972,0.9521621622,0.8208093901,0.8568151666,0.8503658677,0.7285435286,0.7749357666,0.05405405405,0.1076290076,0.1070187908,0.1076983164,0.109340666,0.1083821048,0.08332076923,0.106548329,0.2109070017,0.09585464595,0.1253761061,1.965077407,1.236433701,2.977568537,0.5703278822
1313,0.04742857143,0.1394119906,0.1259479731,0.1329508886,0.2443093489,0.1914613805,0.9524324324,0.8218494443,0.8561765547,0.849902307,0.7275619572,0.7750566598,0.05405405405,0.10756187,0.1075930475,0.1076250408,0.109543859,0.1084428803,0.08267890947,0.1065569882,0.2109193853,0.09510395323,0.1243696207,1.961899518,1.236433701,2.977568537,0.5780782123
1314,0.04742857143,0.1389740841,0.125529332,0.1325951127,0.2437155538,0.1909566464,0.9524324324,0.8222473993,0.8565574869,0.8502249425,0.7280961973,0.7755115811,0.05405405405,0.1074991473,0.1075303778,0.1075567653,0.1095181145,0.1084092435,0.0827075703,0.1065649817,0.2109193853,0.09484130155,0.124003027,1.950299558,1.236433701,2.977568537,0.5850357854
1315,0.04828571429,0.1396062696,0.1264481652,0.1357600203,0.2471272726,0.1927620498,0.9516216216,0.8217000608,0.8557266731,0.8473844336,0.7250100773,0.773870748,0.05405405405,0.1074405832,0.1074715934,0.1086932409,0.1098484955,0.1085210288,0.08371770998,0.1065723628,0.2109319967,0.09529146707,0.1245796476,1.964684889,1.236433701,2.977568537,0.567767259
1316,0.048,0.1402046073,0.1274781484,0.1375699179,0.24943415,0.194084467,0.9518918919,0.8211891271,0.8548159586,0.8457929066,0.7229703341,0.7726960485,0.05405405405,0.1073859316,0.107416495,0.1091565487,0.1098928032,0.1085197704,0.08418689852,0.10657918,0.2109319967,0.09570624213,0.1251179071,1.953711311,1.236433701,2.977568537,0.5505899467
1317,0.04771428571,0.1402786661,0.1272128193,0.13602761,0.2478804322,0.1934479993,0.9521621622,0.8210260302,0.8550453199,0.8471697746,0.724337699,0.7732335498,0.05405405405,0.1077098802,0.1073648889,0.1089895145,0.1098807108,0.1086229891,0.08319091159,0.1065854777,0.2109448428,0.09566227915,0.1251190297,1.962545985,1.236433701,2.977568537,0.5869749422
1318,0.04685714286,0.1422561223,0.1263302753,0.1362090519,0.2473494283,0.1941753437,0.952972973,0.8191474015,0.8558406867,0.8470080206,0.724832394,0.7725512588,0.05405405405,0.1082394425,0.1073165867,0.1088326785,0.109813462,0.1087962405,0.08295693662,0.1065912969,0.2109448428,0.09678873132,0.1267328772,1.965147683,1.236433701,2.977568537,0.5841425237
1319,0.04685714286,0.1428618939,0.1269100183,0.1375723074,0.2490348069,0.1953358278,0.952972973,0.8186468146,0.8553290086,0.8457909171,0.7233781493,0.7715524826,0.05405405405,0.1081345631,0.1072714065,0.1086855432,0.109602188,0.1086683161,0.08277216678,0.1065966749,0.2109448428,0.09721995074,0.1272859038,1.952387233,1.236433701,2.977568537,0.6177660405
1320,0.04628571429,0.1426771262,0.1267231321,0.1376240588,0.2490292765,0.1953310576,0.9535135135,0.8188167218,0.8555027733,0.845735681,0.7233976311,0.7715728674,0.05405405405,0.1080359905,0.1072291724,0.1085476198,0.1095255087,0.1086000563,0.08266884832,0.1066016461,0.2109579308,0.09715895914,0.127165283,1.958452619,1.236433701,2.977568537,0.6259828538
1321,0.04742857143,0.1442783563,0.12712041,0.1359551513,0.2478322813,0.1952923318,0.9524324324,0.8173079296,0.8551556501,0.8471606813,0.724401507,0.7715188861,0.05405405405,0.1085434639,0.1071897154,0.1089637298,0.1097737986,0.108919601,0.0816833338,0.1066062419,0.2109579308,0.09799434944,0.1284203384,1.961827711,1.236433701,2.977568537,0.6041619344
1322,0.04685714286,0.1427222496,0.1272401353,0.1372264928,0.248986637,0.1952220772,0.952972973,0.8187140977,0.8550558138,0.8460156584,0.7233897127,0.7716089953,0.05405405405,0.1084178657,0.107152873,0.1088080313,0.1096016655,0.1087927569,0.08112791501,0.1066104914,0.2109579308,0.09699832337,0.1270769694,1.963137226,1.236433701,2.977568537,0.6302348877
1323,0.046,0.1427276467,0.1279244221,0.138951826,0.2510553019,0.196424776,0.9537837838,0.8187214434,0.8544456062,0.8444776108,0.7215900455,0.7705769359,0.05405405405,0.1082998766,0.10711849,0.1086620355,0.1093731987,0.1086411653,0.0814203719,0.1066144213,0.210971268,0.09707082326,0.1271286183,1.957804063,1.236433701,2.977568537,0.6113900748
1324,0.04657142857,0.1424493738,0.129595654,0.1398205347,0.2533001205,0.1974561152,0.9532432432,0.8190006737,0.8529575347,0.843727586,0.719646852,0.7696996642,0.05405405405,0.1081891357,0.1070864178,0.1085252453,0.1091475041,0.1084979795,0.0816411375,0.106618056,0.210971268,0.09691675141,0.1269047585,1.963381698,1.236433701,2.977568537,0.604698771
1325,0.048,0.1414640689,0.1296770755,0.1382558987,0.2520034997,0.196353987,0.9518918919,0.8199037627,0.8528876123,0.8451233144,0.7207855669,0.7706869763,0.05405405405,0.1080852862,0.1070565148,0.108397175,0.1091503665,0.1084623782,0.08120245264,0.1066214182,0.210971268,0.0962855228,0.1260535942,1.973936114,1.236433701,2.977568537,0.6077018632
1326,0.048,0.139218935,0.1302956791,0.137358629,0.2517755696,0.1951977576,0.9518918919,0.8219201514,0.8523315238,0.8459294318,0.7209942734,0.7717343369,0.05405405405,0.1079879774,0.1070286464,0.1082773525,0.1090938387,0.1083976335,0.08079444594,0.1066245286,0.210971268,0.09480595048,0.1240858599,1.972712882,1.236433701,2.977568537,0.5882435799
1327,0.04742857143,0.1399490562,0.1312068659,0.1388367701,0.25373183,0.1963148444,0.9524324324,0.8211282698,0.8515593465,0.8446226375,0.7192622001,0.770664478,0.05405405405,0.1084968995,0.1076027181,0.1081653201,0.1092014534,0.1086554626,0.08114581216,0.1066274063,0.2109848623,0.09513542865,0.1246232804,1.972212637,1.236433701,2.977568537,0.5456803929
1328,0.04571428571,0.139074464,0.1316013255,0.1384199619,0.2536738936,0.1959629768,0.9540540541,0.8219221783,0.8512127453,0.8449944361,0.7193192794,0.7709963739,0.05405405405,0.1083728924,0.1075397821,0.108060636,0.1091156054,0.1085700707,0.080624468,0.1066300691,0.2109848623,0.09461014306,0.1238913755,1.965023594,1.236433701,2.977568537,0.5434799639
1329,0.04571428571,0.1382188736,0.1318935935,0.1376080956,0.2531231945,0.1951071977,0.9540540541,0.8227259548,0.8509504838,0.8457578269,0.7197542474,0.7717338546,0.05405405405,0.1082565993,0.1074806913,0.1085629084,0.1093862529,0.1086516952,0.07950751733,0.1066325332,0.2109848623,0.09405228079,0.1231457455,1.977794591,1.236433701,2.977568537,0.5210439147
1330,0.04685714286,0.1385288932,0.1327899471,0.1372988123,0.2537158278,0.1956384169,0.952972973,0.8224688519,0.8501538285,0.8460419341,0.7192555708,0.7712882527,0.05405405405,0.1081476271,0.1074252574,0.1084329026,0.1092611908,0.1085537861,0.08036067928,0.1066348136,0.2109848623,0.09431572209,0.1234573346,1.993396091,1.236433701,2.977568537,0.5144013482
1331,0.04714285714,0.1391133771,0.1315906357,0.1364064508,0.2519924177,0.1950851018,0.9527027027,0.8219620215,0.8512243431,0.8468413492,0.7207841425,0.7717836257,0.05405405405,0.1080455914,0.1073732952,0.1083111956,0.1092898179,0.1085347527,0.08049205051,0.1066369241,0.2109848623,0.09476856073,0.1240151828,1.998004973,1.236433701,2.977568537,0.5359733982
1332,0.04542857143,0.1385428753,0.1329454319,0.1366141802,0.2533153271,0.1953991417,0.9543243243,0.8224911512,0.8500129687,0.8466076383,0.719605608,0.7715068017,0.05405405405,0.1079501182,0.1073246242,0.1087973676,0.1094026146,0.1085488049,0.08083781841,0.1066388777,0.2109848623,0.09442031515,0.1235337897,1.995977204,1.236433701,2.977568537,0.5215758623
1333,0.04514285714,0.139178237,0.1334215951,0.13554528,0.252906938,0.1955327115,0.9545945946,0.821958135,0.8495744076,0.847555605,0.7199750109,0.7714050675,0.05405405405,0.1078608446,0.1072790683,0.1086521542,0.1093435835,0.108486057,0.08018070314,0.1066406859,0.2109848623,0.09486972008,0.1241114427,1.997690489,1.236433701,2.977568537,0.5377058587
