k,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
354,0.05485714286,0.1481736152,0.1314746632,0.1314380887,0.2475812387,0.1971401551,0.9454054054,0.8136731205,0.8512394061,0.8512091704,0.7246750274,0.7698069963,0.05405405405,0.109154411,0.1075017878,0.1080043286,0.1094560531,0.1090997702,0.08072660019,0.1069394085,0.211156694,0.1004283833,0.1317496741,1.9641901,1.236433701,2.977568537,0.5394470819
355,0.056,0.1476958579,0.131558357,0.1315368468,0.2477516087,0.1970165528,0.9443243243,0.8141436083,0.8511736411,0.851125446,0.7245417313,0.7699461025,0.05405405405,0.1089836767,0.1074442755,0.1079124114,0.1093629053,0.1089943593,0.08069436393,0.106881533,0.2111095353,0.1001629478,0.1313645533,1.979848211,1.236433701,2.977568537,0.5169308851
356,0.05485714286,0.1465760369,0.1312642515,0.1342346404,0.2498532875,0.1974604952,0.9454054054,0.8151817634,0.8514299621,0.848723256,0.7226783076,0.7695686647,0.05405405405,0.1088238684,0.107390451,0.1084264028,0.1094644587,0.1089723822,0.08104239941,0.1068256068,0.2110769693,0.09945925046,0.1304063025,1.985376846,1.236433701,2.977568537,0.5263833192
357,0.05571428571,0.1495796964,0.1323929509,0.1334825486,0.2501896612,0.1990995977,0.9445945946,0.8124122446,0.8504313553,0.8493907872,0.7223969461,0.7680776458,0.05405405405,0.1092196866,0.1073401109,0.1083071581,0.1093548281,0.1090744733,0.08327076367,0.1067951444,0.2110546491,0.1013488824,0.1329779121,1.99564697,1.236433701,2.977568537,0.5221008213
358,0.05657142857,0.1502726449,0.1328415761,0.1364015218,0.2530543099,0.2011423837,0.9437837838,0.8118235428,0.8500376869,0.8467839873,0.7198475642,0.7662921173,0.05405405405,0.1090451764,0.1072930586,0.1087953675,0.1094010948,0.1090556433,0.08330562001,0.106765205,0.211033274,0.10190663,0.1336538691,2.005469961,1.236433701,2.977568537,0.5272975499
359,0.05542857143,0.1512280867,0.1337458663,0.1356505887,0.2531872327,0.2016143777,0.9448648649,0.8110239716,0.8491988002,0.8474346069,0.7196808863,0.7658649401,0.05405405405,0.1088817434,0.107848808,0.1086518254,0.1096035341,0.1090736341,0.08319798976,0.1067357886,0.2110128247,0.1026009,0.1345351567,2.011962634,1.236433701,2.977568537,0.5488014975
360,0.05457142857,0.1520231917,0.1326089031,0.1337835141,0.2505149175,0.2005360492,0.9456756757,0.8102437494,0.8502232507,0.8490773929,0.7220303382,0.7667644679,0.05405405405,0.1093288253,0.1077690364,0.1085171292,0.1096510228,0.1092834123,0.08396640717,0.1072681674,0.2113961464,0.1029171622,0.135091838,2.000258528,1.236433701,2.977568537,0.5714281253
361,0.05457142857,0.1513727796,0.1346629564,0.135483014,0.2537592829,0.2018226738,0.9456756757,0.810846479,0.8483836693,0.8475745021,0.7191571392,0.7656361029,0.05405405405,0.109147018,0.1082941962,0.1083908386,0.1096519891,0.1092043195,0.08379864134,0.1072027935,0.2113542581,0.1025743775,0.134580012,1.993458772,1.236433701,2.977568537,0.555368507
362,0.05571428571,0.1498155758,0.1356501228,0.1370781185,0.2559579652,0.2018684007,0.9445945946,0.8122702211,0.847525871,0.8461926627,0.7171772588,0.7655779303,0.05405405405,0.1089767315,0.1087345362,0.1088725553,0.1099989259,0.1092879837,0.08381113933,0.1071395797,0.2113012219,0.1015866541,0.1332414131,1.981427746,1.236433701,2.977568537,0.5764011504
363,0.05485714286,0.149956171,0.1360576736,0.1373207139,0.2565043201,0.202371039,0.9454054054,0.8121776519,0.8471608812,0.8459737431,0.7167199145,0.7651730587,0.05405405405,0.1088173485,0.1085971338,0.1087230311,0.1098150202,0.1091368831,0.08510930744,0.1070784145,0.2112758497,0.1017518991,0.1334136738,1.971651242,1.236433701,2.977568537,0.5933776627
364,0.054,0.1499162798,0.135927258,0.1352870777,0.2546493982,0.2014797684,0.9462162162,0.8122453511,0.8472793305,0.8477789155,0.7183582297,0.765977121,0.05405405405,0.1086682706,0.1084679286,0.1085828237,0.1097979016,0.10907691,0.08553667324,0.1070428118,0.2112480332,0.101787733,0.1334205136,1.970811819,1.236433701,2.977568537,0.5793648057
365,0.05257142857,0.1492851303,0.1359427939,0.1348843801,0.2543293937,0.2010847924,0.9475675676,0.8128348746,0.847283733,0.8481487244,0.7186595689,0.7663552613,0.05405405405,0.1085289194,0.108346549,0.1084514559,0.1096911586,0.1089740483,0.08525446509,0.1070078305,0.2112341868,0.1014214844,0.1329006658,1.972900238,1.236433701,2.977568537,0.5592606185
366,0.05285714286,0.1486843535,0.1366548213,0.1340781221,0.2542041921,0.200849402,0.9472972973,0.8133891918,0.8466390317,0.8488714935,0.7187739862,0.7665855267,0.05405405405,0.1083987375,0.1082326251,0.1083284618,0.1095778996,0.1088658992,0.08397604511,0.1069734697,0.2112085914,0.1010814063,0.1324114394,1.984708702,1.236433701,2.977568537,0.5521312016
367,0.05314285714,0.1497632783,0.1375033504,0.1354342311,0.2562330873,0.2023612938,0.947027027,0.8123320896,0.8458849122,0.8476671285,0.717021971,0.7652220146,0.05405405405,0.1088772229,0.1081257907,0.1082133881,0.1093398833,0.1089388506,0.08392721838,0.1069397276,0.2111840681,0.1016038113,0.133229299,1.991199668,1.236433701,2.977568537,0.4984964341
368,0.05457142857,0.1506510384,0.1369226918,0.1370097329,0.2571735587,0.2034510887,0.9456756757,0.8114389738,0.8463879235,0.8462614593,0.7162207015,0.7642525877,0.05405405405,0.1092564392,0.1080256857,0.1081057956,0.109176885,0.1089823374,0.08454483231,0.1069066011,0.2111736812,0.1020792757,0.1339328067,1.986415755,1.236433701,2.977568537,0.5001395225
369,0.05371428571,0.1490804696,0.1361589136,0.1374123331,0.2568547984,0.20261605,0.9464864865,0.8128588047,0.8470690228,0.8459068923,0.7165096575,0.7650164464,0.05405405405,0.1090802783,0.1079319576,0.10800526,0.1090929746,0.1088783819,0.08417703765,0.1068740862,0.2111386215,0.1011102354,0.1326010561,1.979903404,1.236433701,2.977568537,0.4937270628
370,0.052,0.1495863947,0.1380932131,0.1374987355,0.2586168341,0.203776458,0.9481081081,0.8124579622,0.8453435241,0.8458274906,0.7149866711,0.7640253324,0.05405405405,0.1089151926,0.1078442629,0.1079113729,0.1088840568,0.1087157739,0.08409468744,0.106842178,0.2111169443,0.1015026592,0.1330844415,1.963303458,1.236433701,2.977568537,0.5270007717
371,0.052,0.1490238616,0.1383196781,0.1372823889,0.2587351573,0.2036038206,0.9481081081,0.8129715762,0.8451365856,0.8460227982,0.714911683,0.7642022636,0.05405405405,0.1087605993,0.1077622683,0.1078237426,0.1087964959,0.1086180711,0.08467289597,0.106810871,0.2110967379,0.1012162968,0.1326481242,1.964866685,1.236433701,2.977568537,0.5649042757
372,0.05171428571,0.1505196274,0.1387728743,0.1375506315,0.2593489436,0.2046434386,0.9483783784,0.8115718923,0.8447296922,0.8457917245,0.7143904971,0.7632617825,0.05405405405,0.1092159653,0.1076856516,0.1077419938,0.1086721066,0.1087209721,0.08502435033,0.1067801589,0.21107676,0.1019969039,0.133820125,1.969653649,1.236433701,2.977568537,0.571842964
373,0.05085714286,0.1495722021,0.136983511,0.1379592749,0.2581549588,0.203654901,0.9491891892,0.8124361503,0.8463316557,0.8454315324,0.7154479646,0.7641538488,0.05405405405,0.1090419158,0.1076141022,0.1076657681,0.1086690479,0.1086596856,0.08573349862,0.1067500349,0.2110446316,0.1014508352,0.1330428918,1.961307806,1.236433701,2.977568537,0.5950470673
374,0.05085714286,0.1486815797,0.1377632931,0.1389531855,0.2596124664,0.2038013003,0.9491891892,0.8131537425,0.8456450989,0.8445695648,0.7141445163,0.7639823132,0.05405405405,0.1094789207,0.1075473218,0.1081400241,0.1087872792,0.1088634108,0.08344067768,0.1067204918,0.2110131757,0.1006336355,0.1321067971,1.973409529,1.236433701,2.977568537,0.6065197715
375,0.04942857143,0.1471245021,0.1379358225,0.1380416146,0.2590319082,0.2028105231,0.9505405405,0.8145784693,0.8454810214,0.845365094,0.7146640706,0.7648885417,0.05405405405,0.1092875664,0.1074850249,0.1080390614,0.1087390056,0.1087675068,0.08331404064,0.1066915217,0.2110090524,0.09965960172,0.1307777475,1.976577653,1.236433701,2.977568537,0.5927387881
376,0.05,0.1476616082,0.1368762724,0.1386227061,0.2585513447,0.2028341614,0.95,0.8139846522,0.8464262086,0.8448390948,0.7150933129,0.7648204028,0.05405405405,0.1097082806,0.1074269383,0.1079445356,0.1086846387,0.1089139412,0.08241019372,0.1066631165,0.2109788761,0.09988400469,0.1311612075,1.975336409,1.236433701,2.977568537,0.5741905409
377,0.05028571429,0.1463734102,0.1371876871,0.1381668652,0.2583941706,0.2021768163,0.9497297297,0.8151684451,0.8461490617,0.8452545456,0.7152432078,0.7654283879,0.05405405405,0.1095016039,0.1073728021,0.1078560954,0.1086178834,0.1088136002,0.08196681167,0.1066352679,0.2109493087,0.09910654052,0.130080753,1.983599395,1.236433701,2.977568537,0.5691810604
378,0.04942857143,0.1479417283,0.1365657913,0.1372223022,0.2570794106,0.2022090608,0.9505405405,0.8137048248,0.8467085992,0.846090547,0.7164077448,0.7653595872,0.05405405405,0.1099079223,0.1073223688,0.1077734011,0.1086351789,0.1089836603,0.08094564437,0.106607967,0.210933668,0.09997092835,0.1313412141,1.983792902,1.236433701,2.977568537,0.5683565217
379,0.04942857143,0.1490147013,0.1369440264,0.1367171541,0.2569296993,0.2027418419,0.9505405405,0.8127992391,0.8463750225,0.8465494965,0.7165448857,0.764910216,0.05405405405,0.1096877329,0.1072754035,0.1076961256,0.1085789967,0.1088778102,0.08168246765,0.1065812051,0.2109052609,0.1007887114,0.1323568945,1.973845967,1.236433701,2.977568537,0.5707116061
380,0.05028571429,0.1489236099,0.138869087,0.1357532498,0.2576631856,0.2029731461,0.9497297297,0.8129124414,0.8446602088,0.8474095278,0.715873823,0.7647005285,0.05405405405,0.1094813452,0.1078317173,0.1076239545,0.1087609769,0.1088832226,0.08171870737,0.1065549729,0.2108915397,0.1008317181,0.1323468861,1.977703456,1.236433701,2.977568537,0.5533053414
381,0.04971428571,0.1476922497,0.1382593594,0.1368052422,0.2578963569,0.2025574005,0.9502702703,0.8140573505,0.84521577,0.8464709745,0.7156711515,0.7650993589,0.05405405405,0.1092880405,0.1077522733,0.1075565864,0.108657838,0.1087615709,0.08208793506,0.1065292611,0.2108642213,0.1000659012,0.1312986292,1.983129921,1.236433701,2.977568537,0.5388873157
382,0.05,0.1461364737,0.1393430673,0.1364682758,0.2585854907,0.2021617049,0.95,0.8154815788,0.8442404358,0.8467810527,0.7150859123,0.7654851881,0.05405405405,0.1091071191,0.1076778404,0.1074937331,0.1085495298,0.10863936,0.08079182518,0.1065040605,0.2108648761,0.09908477726,0.1299648617,1.983684198,1.236433701,2.977568537,0.5264803486
383,0.04914285714,0.1448549053,0.1429043154,0.1357199269,0.2609944846,0.2023661071,0.9508108108,0.8166533426,0.8411342395,0.8474584835,0.7129189813,0.7652732645,0.05405405405,0.1089379018,0.1088082181,0.1074351196,0.1089489343,0.1087594613,0.0797682383,0.1064793615,0.2108385806,0.09829401849,0.1288777065,1.988194989,1.236433701,2.977568537,0.5453761342
384,0.04771428571,0.1453631068,0.1427662192,0.1383264197,0.2631046022,0.2037210997,0.9521621622,0.8162333863,0.841232823,0.8451128269,0.7110324179,0.7640810042,0.05405405405,0.1087797318,0.1086654946,0.1079805177,0.109005384,0.108716569,0.08020451619,0.1064551547,0.2108127736,0.09870862768,0.1293767478,1.992869445,1.236433701,2.977568537,0.5424770313
385,0.04914285714,0.1452621581,0.142288605,0.1373515216,0.2618212186,0.2031266764,0.9508108108,0.8163526788,0.8416239469,0.8459713836,0.7121655817,0.7646262641,0.05405405405,0.1086319762,0.1085313549,0.1078908518,0.10895819,0.1086384095,0.08041634275,0.1064314304,0.2107874405,0.09870627796,0.1293313331,1.996641986,1.236433701,2.977568537,0.5632531923
386,0.04828571429,0.1456031081,0.1426100123,0.1372304093,0.261935265,0.2035570325,0.9516216216,0.8159033347,0.8413327201,0.846072406,0.7120764034,0.76421317,0.05405405405,0.10909406,0.1084053981,0.1078068537,0.1088381076,0.1087501025,0.08175329557,0.1064081792,0.2107625673,0.09881274199,0.1295496353,1.9849825,1.236433701,2.977568537,0.5206083726
387,0.04914285714,0.1440596532,0.1426821806,0.1372553044,0.2621478164,0.2028654848,0.9508108108,0.8173287436,0.8412802263,0.8460533284,0.7119215175,0.7648632146,0.05405405405,0.1089265738,0.1082872273,0.1077282199,0.1087362814,0.108642739,0.08228663428,0.1064090083,0.2107610153,0.09781202884,0.1282079695,1.987241745,1.236433701,2.977568537,0.5127535162
388,0.04657142857,0.1432033043,0.1434040236,0.1382616769,0.2635897736,0.2032453623,0.9532432432,0.8181366143,0.8406202018,0.8451603493,0.7106603468,0.7645614868,0.05405405405,0.1087699277,0.108176452,0.1076546563,0.1085455771,0.1084884513,0.08215210195,0.1064090623,0.2107599079,0.09727889573,0.1274784219,1.990320556,1.236433701,2.977568537,0.5533652169
389,0.04685714286,0.1434070425,0.1443522101,0.1394608316,0.2654574236,0.2044029248,0.952972973,0.8179801195,0.8397741284,0.8440869518,0.7090288345,0.7635665424,0.05405405405,0.1086235104,0.1080726896,0.107585879,0.1083420811,0.1083317858,0.08219140251,0.1064084197,0.2107731035,0.09748920683,0.1277081253,1.985070438,1.236433701,2.977568537,0.564868761
390,0.04514285714,0.1440897666,0.1429668966,0.1383123057,0.2633728959,0.2036989015,0.9545945946,0.817266288,0.8410038467,0.8451057188,0.7108661248,0.7641427633,0.05405405405,0.1090463252,0.1079755669,0.1075216146,0.1084089641,0.1085290945,0.08223341498,0.1064071513,0.2107728823,0.09779806226,0.1282105494,1.969032051,1.236433701,2.977568537,0.6022220629
391,0.04571428571,0.14317078,0.14176706,0.1362207627,0.2605329852,0.2017667875,0.9540540541,0.8181410796,0.8420676825,0.8469834757,0.7133656475,0.7658668609,0.05405405405,0.1088828157,0.1078847213,0.1074616006,0.1085196777,0.1085217538,0.08272957251,0.1064053216,0.2107731035,0.09721051143,0.1274175125,1.965410431,1.236433701,2.977568537,0.5914336153
392,0.04542857143,0.1449752534,0.142310047,0.1335002378,0.2587189571,0.2017557679,0.9543243243,0.8164601296,0.8415758182,0.8494125974,0.7149667144,0.7658455548,0.05405405405,0.1091618586,0.1077998018,0.1074055852,0.108570065,0.1086415954,0.08264415562,0.1064029889,0.210761156,0.09834106375,0.1289589411,1.95895719,1.236433701,2.977568537,0.5890031824
393,0.04628571429,0.1449027207,0.1419231014,0.1340190598,0.2587901963,0.2018526832,0.9535135135,0.8165541972,0.8419073724,0.8489568363,0.7149034835,0.7657796157,0.05405405405,0.1089919407,0.10772047,0.107353328,0.1084994134,0.1085404155,0.08269279776,0.1064002065,0.2107620286,0.09837364228,0.1289498325,1.96190012,1.236433701,2.977568537,0.6018468572
394,0.04742857143,0.1441024001,0.1427577305,0.134453566,0.2599056971,0.2021159224,0.9524324324,0.8172982241,0.841166598,0.8485716729,0.7139426068,0.7655820708,0.05405405405,0.1088327298,0.1076464003,0.1073045997,0.1083636326,0.1084145302,0.08250712228,0.1063970225,0.2107504927,0.09790122208,0.128285411,1.964071561,1.236433701,2.977568537,0.567691068
395,0.04742857143,0.1441774152,0.1422675436,0.1340598108,0.2591364209,0.2017651702,0.9524324324,0.8172815938,0.8416046039,0.8489232604,0.714624107,0.7659110096,0.05405405405,0.1086836591,0.1075772806,0.1072591817,0.1083536607,0.1083529256,0.08240164595,0.1064170976,0.2107748747,0.097988095,0.1283765767,1.971736698,1.236433701,2.977568537,0.5415101816
396,0.04828571429,0.1445929294,0.143275167,0.1343509976,0.2602666433,0.202361494,0.9516216216,0.8169416741,0.8407117201,0.8486355485,0.7136029077,0.7653698141,0.05405405405,0.1085441783,0.1075128121,0.1078169,0.1085323618,0.1083759533,0.08197210438,0.106435626,0.2107866135,0.09832951725,0.1287862368,1.975202313,1.236433701,2.977568537,0.5384901068
397,0.048,0.1425664641,0.143304976,0.1339914106,0.2600698408,0.2012834447,0.9518918919,0.8187758623,0.8406880199,0.8489514874,0.7137877156,0.7663493149,0.05405405405,0.108413755,0.1074527101,0.1077387315,0.1084795827,0.1083008304,0.08144145651,0.1064527317,0.2107985611,0.09700487608,0.1270172602,1.980287777,1.236433701,2.977568537,0.5527802607
398,0.04771428571,0.1411167278,0.1428635258,0.1327794729,0.2587094228,0.1999057275,0.9521621622,0.8200875576,0.8410797214,0.850028723,0.7149884717,0.767581116,0.05405405405,0.1082918753,0.1073967032,0.1076654573,0.1085085459,0.1082700053,0.08109115991,0.106468528,0.2108238114,0.09607952562,0.1257665047,1.98370428,1.236433701,2.977568537,0.5737146163
399,0.048,0.1405809942,0.1446724162,0.1334572247,0.2607575994,0.2005085368,0.9518918919,0.8206079331,0.8394946058,0.8494249954,0.7131579935,0.7670452399,0.05405405405,0.108178045,0.1079270354,0.1075968215,0.1086086264,0.1082652031,0.08183474333,0.1071507326,0.2113466609,0.09573564798,0.1253030444,1.98053216,1.236433701,2.977568537,0.5540883158
400,0.04914285714,0.1402797424,0.1439449088,0.1346225112,0.2612259662,0.2004921381,0.9508108108,0.8209012963,0.8401323712,0.8483990957,0.7127039475,0.7670450402,0.05405405405,0.10807179,0.107840985,0.1081326085,0.1088368036,0.1083196452,0.08109591222,0.1071192213,0.2113234233,0.09557282028,0.1250628088,1.978309995,1.236433701,2.977568537,0.556559285
401,0.048,0.1399044934,0.1450352051,0.1370981933,0.2642683505,0.2018886243,0.9518918919,0.8212749226,0.8391661463,0.8461950974,0.7100558591,0.765852451,0.05405405405,0.1079726565,0.107760377,0.1080337509,0.1085392967,0.10813812,0.08027915867,0.1070889433,0.211314111,0.09533277307,0.1247387492,1.965230798,1.236433701,2.977568537,0.557667054
402,0.04771428571,0.1387757241,0.1452430225,0.1363917987,0.2638939369,0.2011630873,0.9521621622,0.822303461,0.8389830455,0.8468218772,0.7104027213,0.7665175314,0.05405405405,0.1078802113,0.1076849195,0.1079409834,0.1084791079,0.1080742084,0.08035634541,0.1070598228,0.2112920283,0.09459978899,0.1237564334,1.964542118,1.236433701,2.977568537,0.551462603
403,0.04714285714,0.1404996104,0.1456078322,0.1370618887,0.2646647228,0.2024086651,0.9527027027,0.8206921469,0.8386596192,0.8462248706,0.7097240364,0.7653804219,0.05405405405,0.1083940743,0.10761433,0.1078540019,0.1083331769,0.1082007093,0.0800808252,0.1070317904,0.2112704918,0.09550456441,0.1251108159,1.969549696,1.236433701,2.977568537,0.5221448226
